POLY_ID,AREAKEY,MEDHVAL,PCTBACHMOR,MEDHHINC,PCTVACANT,PCTSINGLES,NBELPOV100,Police.Unit
425,4.21E+11,33500,0,11344,22.6667,0,290,A
426,4.21E+11,33600,1.5873,23000,17.2662,7.554,182,A
427,4.21E+11,31700,4.9587,23452,21.1111,7.4074,222,A
428,4.21E+11,29500,4.7761,11705,8.6957,4.7826,190,A
429,4.21E+11,35400,10.1392,30188,20.8791,0,207,A
430,4.21E+11,33500,5.205,24509,19.7727,11.8182,108,A
431,4.21E+11,37100,6.4655,18102,16.5333,6.1333,305,A
432,4.21E+11,43300,4.1667,36053,20.2941,4.4118,118,A
433,4.21E+11,26600,6.4159,19891,20.1133,17.847,198,A
434,4.21E+11,93600,32.5,36094,0,0,0,A
435,4.21E+11,71600,21.3371,35050,5.5684,1.6241,148,A
436,4.21E+11,75200,26.6262,41292,5.7317,1.4634,364,A
437,4.21E+11,71400,17.5348,41500,4.3915,4.8934,154,A
438,4.21E+11,71000,32.2917,40515,0,0,36,A
439,4.21E+11,68100,20.6284,37679,4.185,0,53,A
440,4.21E+11,69400,20.339,46250,5.1724,5,119,A
441,4.21E+11,194000,54.1176,106723,2.3622,96.063,0,A
442,4.21E+11,61900,14.9905,39886,0,14.5522,75,A
443,4.21E+11,61700,12.069,29922,9.6667,0,174,A
444,4.21E+11,53500,13.4956,27500,16.7665,2.994,99,A
445,4.21E+11,48500,10.6771,25667,9.4862,13.834,39,A
446,4.21E+11,71100,7.7612,31563,5.6075,0,59,A
447,4.21E+11,54800,24.5833,35417,12.5,3.9773,36,A
448,4.21E+11,67800,8.9744,33958,6.9388,2.449,18,A
449,4.21E+11,40800,4.8598,28050,18.8442,3.7688,257,A
450,4.21E+11,41600,8.0078,38750,16.5312,0,67,A
451,4.21E+11,27900,8.1911,26750,19.5455,10.9091,94,A
452,4.21E+11,36600,7.781,33235,20.6186,10.3093,98,A
453,4.21E+11,45500,10.9504,24934,17.3077,5.0481,187,B
454,4.21E+11,54600,10.3198,24718,11.7506,2.6379,184,B
455,4.21E+11,48600,10.3814,34792,7.6696,0,150,B
456,4.21E+11,45200,5.2036,23917,10.7843,0,147,B
457,4.21E+11,26500,2.9703,15667,15.3543,12.5984,228,B
458,4.21E+11,36600,4.4444,16058,9.5023,2.7149,230,B
459,4.21E+11,27100,8.8372,16429,8.6486,11.8919,87,B
460,4.21E+11,54300,22.1106,16726,16.0714,0,41,B
461,4.21E+11,44000,16.5577,31458,13.8158,9.2105,147,B
462,4.21E+11,36700,6.3158,24583,8.1152,9.9476,169,B
463,4.21E+11,34300,13.4387,37188,21.5686,4.902,99,B
464,4.21E+11,33000,6.7327,16250,15.1515,7.2261,382,B
465,4.21E+11,34100,3.1111,29107,21.6,0,244,B
466,4.21E+11,30400,0.8547,14792,28.5088,0,203,B
467,4.21E+11,27300,2.8947,16726,6.7925,6.0377,212,B
468,4.21E+11,32500,0,13482,9.0476,8.5714,265,B
469,4.21E+11,33600,10.5991,21176,33.945,0,96,B
470,4.21E+11,28300,11.2903,28750,6.1594,3.2609,229,B
471,4.21E+11,29000,11.2957,31010,19.305,0,95,B
472,4.21E+11,26700,6.4965,21250,20.7483,0,345,B
473,4.21E+11,29200,10.5903,7214,8.8319,5.4131,284,B
474,4.21E+11,26700,0,15714,34.4156,1.9481,98,B
475,4.21E+11,41500,13.587,17847,27.1318,10.8527,349,B
476,4.21E+11,23900,8.6957,10037,20,4.2424,486,B
477,4.21E+11,22500,0,14750,21.0526,0,157,B
478,4.21E+11,23300,4.5714,18056,24.8408,3.8217,96,B
479,4.21E+11,31700,0,17250,33.908,0,170,B
480,4.21E+11,41800,9.4595,29531,46.8354,0,36,B
481,4.21E+11,15000,4.5726,13875,9.3645,12.3746,226,B
482,4.21E+11,22900,9.6296,22000,28.4211,5.7895,111,B
483,4.21E+11,25400,0,13875,21.3235,0,240,B
484,4.21E+11,27900,16.2712,14821,25.1572,9.434,139,B
485,4.21E+11,38100,0,22292,30.1676,11.1732,159,B
486,4.21E+11,19000,0,14643,21,21,75,B
487,4.21E+11,37200,4.3956,17250,25.2941,18.8235,206,B
488,4.21E+11,24200,0,8967,21.2435,6.7358,197,B
489,4.21E+11,28400,4.6512,25333,18.0064,3.537,262,B
490,4.21E+11,29700,5.5385,14300,19.6078,3.5294,288,B
491,4.21E+11,22000,2.7708,9640,22.8571,6.7857,258,B
492,4.21E+11,24400,15.864,18194,20.2247,12.7341,284,B
493,4.21E+11,37600,7.9365,16950,20.7627,17.3729,195,B
494,4.21E+11,28000,19.6875,18790,31.8182,7.6555,298,B
495,4.21E+11,32600,6.2035,12128,20.7792,20.1299,393,B
496,4.21E+11,33900,4.6602,21350,22.4691,23.4568,488,B
497,4.21E+11,61300,17.2996,9427,9.3333,6.2222,188,B
498,4.21E+11,63100,19.6809,30208,2.008,6.4257,176,B
499,4.21E+11,34600,6.2992,5400,8.6093,0,163,B
500,4.21E+11,34000,16.7421,20391,19.7605,0,97,B
501,4.21E+11,27200,5.8651,12117,14.4201,14.4201,522,B
502,4.21E+11,22000,8.9686,29327,16.6667,6.5972,159,B
503,4.21E+11,33100,6.0823,22200,21.663,3.9387,244,B
504,4.21E+11,23500,2.0942,9596,27.7778,0,408,B
505,4.21E+11,19400,10.5611,14286,32.567,7.2797,183,B
506,4.21E+11,14700,4.771,22917,20.0528,0,324,B
507,4.21E+11,14900,6.2305,25469,23.3962,0,82,B
508,4.21E+11,35300,0,20809,31.746,0,245,B
509,4.21E+11,40500,11.8056,24970,16.6667,3.0303,223,B
510,4.21E+11,37100,10.5906,23800,7.0845,4.6322,147,B
511,4.21E+11,30000,6.0109,16477,8,0,110,B
512,4.21E+11,37800,11.8644,8750,14.5455,0,87,B
513,4.21E+11,27800,9.1716,20750,23.0453,16.0494,165,B
514,4.21E+11,26300,3.4783,30972,37.5,0.5208,88,B
515,4.21E+11,31800,0,30625,11.254,2.8939,173,B
516,4.21E+11,32700,11.7409,23472,12.0112,5.3073,477,B
517,4.21E+11,39100,9.1904,18892,7.5758,0,96,B
518,4.21E+11,39000,16.1232,36125,15.427,0,81,B
519,4.21E+11,37400,5.6489,23289,3.4759,13.6364,436,B
520,4.21E+11,44400,3.6765,23289,18.0282,0,336,B
521,4.21E+11,39300,11.5385,35972,14.9398,7.2289,250,B
522,4.21E+11,18900,9.9526,33750,14.7887,0,83,B
523,4.21E+11,31600,11.5987,24875,25.1799,2.8777,200,B
524,4.21E+11,45800,8.4046,29960,11.5139,0,233,B
525,4.21E+11,65900,13.1043,37768,4.6748,6.7073,88,B
526,4.21E+11,48300,17.4468,39583,0,0,53,B
527,4.21E+11,61000,10.9827,26406,9.4771,13.7255,109,B
528,4.21E+11,45600,6.8106,21607,9.3506,5.7143,302,B
529,4.21E+11,50800,5.2536,26875,6.1662,0,233,B
530,4.21E+11,56400,15.6627,16985,10.0515,1.933,374,B
531,4.21E+11,82200,31.9444,34779,7.8261,8.1159,183,B
532,4.21E+11,79200,25.7108,35637,18.5075,3.1343,84,B
533,4.21E+11,69500,21.1039,59583,5.6657,1.4164,17,B
534,4.21E+11,72400,20.4167,38125,8.4746,3.9548,30,B
535,4.21E+11,61800,26.7281,33661,8.6331,10.4317,68,B
536,4.21E+11,57900,9.3812,34583,11.5578,4.2714,139,B
537,4.21E+11,59000,16.3934,40486,9,6.6,88,B
538,4.21E+11,146600,62.5984,16745,6.846,6.7237,655,B
539,4.21E+11,160300,61.0932,105512,0,43.0894,20,B
540,4.21E+11,88900,33.7335,41490,4.4444,21.0101,88,B
541,4.21E+11,106300,28.5926,53073,4.1551,4.1551,224,B
542,4.21E+11,169600,60.9091,52969,0,49.2308,169,B
543,4.21E+11,83200,26.9863,55564,3.8217,2.5478,24,B
544,4.21E+11,67500,14.952,45909,3.9352,3.9352,171,B
545,4.21E+11,57700,12.1554,28770,9.1111,1.3333,133,B
546,4.21E+11,53400,14.878,39688,5.4167,0,106,B
547,4.21E+11,70400,19.8511,53750,8.5202,8.5202,38,B
548,4.21E+11,59500,11.6242,33357,4.5576,1.8767,171,B
549,4.21E+11,74700,19.084,43177,8.2192,3.4247,120,B
550,4.21E+11,118800,32.1888,27340,10.4478,12.6866,182,B
551,4.21E+11,66200,24.4856,44444,4.8507,3.3582,254,B
552,4.21E+11,61300,30.9038,41125,7.6531,0,49,B
553,4.21E+11,54500,7.7821,38043,8.5443,0,70,B
554,4.21E+11,62700,7.7447,26843,8.5568,1.0217,386,B
555,4.21E+11,23400,5.0975,17330,16.7702,5.176,580,B
556,4.21E+11,155800,37.9004,48333,0,31.2668,89,B
557,4.21E+11,185000,82.2485,92341,9.2784,74.2268,0,B
558,4.21E+11,155200,54.7222,33750,6.1224,29.932,136,B
559,4.21E+11,73200,37.1245,32976,6.2229,0.7236,284,B
560,4.21E+11,97400,34.2138,32656,3.8158,8.2895,204,B
561,4.21E+11,65000,36.1914,12043,6.7871,0,768,B
562,4.21E+11,92900,40.0761,49188,4.3643,0,162,B
563,4.21E+11,77500,30.9673,36917,15.1629,2.005,430,B
564,4.21E+11,112500,72.1698,29740,25.8083,0,506,B
565,4.21E+11,85000,48.1481,16667,0,0,40,B
566,4.21E+11,77400,44.296,26915,23.0483,0,153,B
567,4.21E+11,126000,67.1454,37833,6.4246,1.1173,237,B
568,4.21E+11,75600,41.7219,34500,42.7586,28.2759,23,B
569,4.21E+11,94700,61.7729,35795,8.8889,2.6667,132,B
570,4.21E+11,45000,0,23269,59.0909,0,0,B
571,4.21E+11,81500,27.4074,15870,0,0,66,B
572,4.21E+11,112500,69.8276,50536,0,0,18,B
573,4.21E+11,75000,65.5556,36932,0,29.7872,0,B
574,4.21E+11,88900,30.9091,60417,8.1081,18.9189,0,B
575,4.21E+11,625000,62.1359,32031,0,0,0,B
576,4.21E+11,89300,48.0702,39500,16.2264,0,66,B
577,4.21E+11,90300,37.1041,24792,0,9.7902,41,B
578,4.21E+11,75000,59.1133,45625,26.087,3.4783,35,B
579,4.21E+11,75600,12.7907,24821,2.2599,8.4746,55,B
580,4.21E+11,68000,15.4822,31920,10.3704,2.5926,48,B
581,4.21E+11,112500,1.4184,11875,2.9178,0,461,B
582,4.21E+11,18800,3.4068,14250,61.0942,0,295,B
583,4.21E+11,29700,12.3529,23534,40.2235,0,107,B
584,4.21E+11,137500,0,7321,8.1218,0,379,B
585,4.21E+11,55800,0,27250,0,20.6897,0,B
586,4.21E+11,74300,9.6154,41250,0,0,28,B
587,4.21E+11,65000,22.5352,19167,25.4237,0,113,B
588,4.21E+11,80000,51.2821,28214,22.381,0,97,B
589,4.21E+11,63800,59.0604,40776,2.5974,0,29,B
590,4.21E+11,88100,30,26250,15.2941,0,192,B
591,4.21E+11,40900,0,29875,12.766,1.5957,224,B
592,4.21E+11,75000,26.9542,31250,11.6848,0,199,B
593,4.21E+11,300000,54.5259,45524,8.399,0,231,B
594,4.21E+11,188900,56.4202,49438,5.1813,0,34,B
595,4.21E+11,200900,61.8012,37656,10.5058,0,36,B
596,4.21E+11,160500,57.7243,47466,8.024,1.0778,59,B
597,4.21E+11,217700,78.7194,55536,5.6872,2.3697,79,B
598,4.21E+11,217800,57.6271,37708,10.9531,3.4139,383,B
599,4.21E+11,56100,11.3514,21000,14.1509,15.0943,64,B
600,4.21E+11,27500,4.8458,12440,13.1387,22.6277,196,B
601,4.21E+11,46900,24.0909,29167,18.4397,5.6738,78,B
602,4.21E+11,45700,14.0969,37375,18.6207,15.1724,85,B
603,4.21E+11,83600,32.0707,28750,5.1903,0,174,B
604,4.21E+11,102300,19.5767,31875,4.5455,8.1818,92,B
605,4.21E+11,111300,61.8644,42083,6.0185,0,45,B
606,4.21E+11,102000,34.0996,37188,6.0519,0,80,B
607,4.21E+11,87000,51.3619,40380,4.4321,0,54,B
608,4.21E+11,130800,35.9517,46023,5.7613,4.1152,61,B
609,4.21E+11,128100,64.476,63438,0,2.5281,54,B
610,4.21E+11,132500,75.2137,47461,22.3085,0.9989,143,B
611,4.21E+11,97200,62.0879,65125,0,0,28,B
612,4.21E+11,89800,46.6447,52045,6.2409,5.5152,135,B
613,4.21E+11,83800,33.2263,36176,9.7804,2.7944,125,B
614,4.21E+11,93300,51.3812,41691,0,0,55,B
615,4.21E+11,31100,0,16016,9.0909,11.6162,261,B
616,4.21E+11,23800,0,16989,25.3275,0,228,B
617,4.21E+11,18800,4.1667,53274,20.7143,12.8571,13,B
618,4.21E+11,60600,25.0633,40278,19.6517,0,195,B
619,4.21E+11,55000,20.1729,29176,34.5609,3.6827,193,B
620,4.21E+11,27100,5.5777,34500,7.6923,16.6667,109,B
621,4.21E+11,27500,5.9107,18125,21.8284,5.0373,364,B
622,4.21E+11,26200,10,20000,32.7273,5.2273,159,B
623,4.21E+11,19600,3.5461,8500,38.1818,23.6364,149,B
624,4.21E+11,25400,8.0214,23906,32.2404,4.918,217,B
625,4.21E+11,17200,6.4935,15208,28.6408,19.4175,196,B
626,4.21E+11,14100,12.8049,17457,36.0902,8.2707,51,B
627,4.21E+11,19500,4.5455,11534,17.4863,9.2896,109,B
628,4.21E+11,29500,0,20938,43.8095,19.5238,46,B
629,4.21E+11,30500,2.9316,27350,21.5859,8.8106,159,B
630,4.21E+11,33300,0,14286,35.1955,19.5531,237,B
631,4.21E+11,27500,5.4348,8750,0,12.6582,38,B
632,4.21E+11,46500,10.0407,35208,14.8472,4.3668,95,B
633,4.21E+11,17900,0,9896,20.5645,7.2581,277,B
634,4.21E+11,10900,0,20921,44.1558,9.0909,61,B
635,4.21E+11,17500,2.7451,11696,51.5738,3.3898,496,B
636,4.21E+11,13600,7.7778,8036,44.7368,21.0526,40,B
637,4.21E+11,12500,16,11574,21.0526,3.5088,272,B
638,4.21E+11,17500,12.5874,15313,20,1.1765,113,B
639,4.21E+11,14800,0,11250,35.5072,4.3478,81,B
640,4.21E+11,52900,11.1111,18438,19.1083,0,97,B
641,4.21E+11,35400,0,29306,30.3922,0,10,B
642,4.21E+11,21300,6.8702,14408,56.9444,20.8333,41,B
643,4.21E+11,21200,6.6852,8981,49.3421,12.7193,424,B
644,4.21E+11,44800,1.992,14345,4.717,0,236,B
645,4.21E+11,55000,13.5802,11023,27.7778,10.1852,128,B
646,4.21E+11,54400,7.4468,23438,51.3725,0,197,B
647,4.21E+11,78500,18.3223,21750,0,2.5362,209,B
648,4.21E+11,45000,2.349,13000,2.6549,0,218,B
649,4.21E+11,42500,20.5128,11172,12.2807,35.0877,16,B
650,4.21E+11,57500,5.3097,28929,36.3636,0,34,B
651,4.21E+11,70500,43.6261,32083,8.9744,5.1282,76,B
652,4.21E+11,78600,31.1526,32292,19.17,3.1621,256,B
653,4.21E+11,82000,31.6602,31538,22.5641,0,31,B
654,4.21E+11,76700,19.0476,17083,24.359,26.9231,53,B
655,4.21E+11,32500,0,41111,3.2258,0,0,B
656,4.21E+11,49000,14.0187,30255,15,5.7143,53,B
657,4.21E+11,47200,6.3091,49306,21.5686,6.2745,41,B
658,4.21E+11,61900,21.9955,41379,2.2305,4.0892,27,B
659,4.21E+11,29000,13.7566,9458,21.3235,0,162,B
660,4.21E+11,41300,19.898,27250,21.1921,4.6358,72,B
661,4.21E+11,29200,17.7852,23173,16.3636,9.5455,97,B
662,4.21E+11,44000,8.5586,16406,8.9231,2.7692,268,B
663,4.21E+11,58900,15.2866,41563,24.5033,0,77,B
664,4.21E+11,30500,9.5745,21563,14.5,9.5,203,B
665,4.21E+11,38600,20.0514,32784,17.0103,22.1649,201,B
666,4.21E+11,62500,4.8507,16667,47.5806,10.0806,358,B
667,4.21E+11,43300,0,12188,7.9365,9.5238,19,B
668,4.21E+11,95000,11.9205,8667,16.2304,3.6649,62,B
669,4.21E+11,74300,3.268,50714,0,0,72,B
670,4.21E+11,61100,18.1818,37500,1.0204,2.381,48,B
671,4.21E+11,61600,9.292,10694,5.9211,2.3026,329,B
672,4.21E+11,63900,23.7805,27946,0,5.8824,17,B
673,4.21E+11,63800,20.8904,29181,12.9213,11.7978,98,B
674,4.21E+11,32500,11.236,11726,59.6154,39.1026,107,B
675,4.21E+11,38700,4.7863,16858,32.549,10.1961,678,B
676,4.21E+11,39400,0,15592,31.8182,7.438,302,B
677,4.21E+11,11900,6.383,9097,13.0178,1.1834,221,B
678,4.21E+11,13600,0,19600,37.1287,16.3366,190,B
679,4.21E+11,12300,2.1687,13158,20.5714,6.5714,352,B
680,4.21E+11,16900,5.168,22700,22.2222,14.7222,289,B
681,4.21E+11,20600,0,29184,19.2214,8.2725,267,B
682,4.21E+11,39000,2.2444,21071,12.3288,0,198,B
683,4.21E+11,27500,0,20550,5.5556,0,44,B
684,4.21E+11,71900,0,33750,29.4872,0,48,B
685,4.21E+11,35600,13.8298,61429,18.4615,0,58,B
686,4.21E+11,125800,16.4557,9643,0,11.1111,46,B
687,4.21E+11,22200,2.1941,10062,11.6116,17.1171,962,B
688,4.21E+11,24900,2.3419,12731,19.3591,13.7517,983,B
689,4.21E+11,11400,1.6282,17404,31.677,6.8323,332,B
690,4.21E+11,12900,1.2277,11371,20.7681,8.9616,768,B
691,4.21E+11,21900,2.2267,19102,28.4802,7.4074,672,B
692,4.21E+11,32500,4.1284,16172,34.7291,3.9409,344,B
693,4.21E+11,22700,3.3175,22708,27.23,6.1033,117,B
694,4.21E+11,12300,0,9375,18.1347,3.1088,284,B
695,4.21E+11,16200,1.8519,21250,7.9787,10.6383,274,B
696,4.21E+11,20200,3.8,21591,12.069,7.2414,334,B
697,4.21E+11,24500,3.9627,11974,7.0552,3.0675,630,B
698,4.21E+11,17500,0,9760,77.1107,0,235,B
699,4.21E+11,31400,5.4839,32550,24,4.4444,194,B
700,4.21E+11,24300,28.7037,8438,24.4755,0,280,B
701,4.21E+11,13800,3.3898,17313,42.8571,2.381,107,B
702,4.21E+11,16900,5.3279,9653,19.4872,3.5897,235,B
703,4.21E+11,10000,6.1303,10750,35.1852,12.037,179,B
704,4.21E+11,33500,0,13490,27.2085,9.5406,201,B
705,4.21E+11,20900,14.7059,51125,39.8876,4.4944,68,B
706,4.21E+11,42500,8.1232,16827,31.9527,5.3254,211,B
707,4.21E+11,46500,8.1169,35568,24.2915,8.0972,124,B
708,4.21E+11,40300,0,13807,34.8101,11.3924,280,B
709,4.21E+11,30700,0,15833,22.8261,6.5217,70,B
710,4.21E+11,22500,0,14135,0,0,274,B
711,4.21E+11,33400,0,14821,0,8.7912,105,B
712,4.21E+11,32100,21.7391,14917,0,0,134,B
713,4.21E+11,32200,0,32609,36.5385,8.6538,65,B
714,4.21E+11,23800,5.6769,15938,16.5644,30.6748,227,B
715,4.21E+11,23000,2.6403,6907,23.6111,17.1296,234,B
716,4.21E+11,32100,0,17813,23.8532,6.422,117,B
717,4.21E+11,22700,6.1453,38000,3.3058,26.4463,150,B
718,4.21E+11,45000,4.5455,40000,0,0,40,B
719,4.21E+11,24600,3.8388,26154,19.0625,9.6875,370,B
720,4.21E+11,25300,10.6115,22305,17.849,16.2471,356,B
721,4.21E+11,59300,20.8914,33854,14.4737,8.3333,144,B
722,4.21E+11,47900,15.5216,21029,17.3913,16.087,150,B
723,4.21E+11,59200,8.5492,25714,11.9863,0,184,B
724,4.21E+11,52700,4.0491,36591,13.4216,0,124,B
725,4.21E+11,59100,30.6189,50329,0,20,71,B
726,4.21E+11,54500,15.4705,38958,13.4571,4.1763,79,B
727,4.21E+11,49000,5.6872,34464,8.2789,4.1394,161,B
728,4.21E+11,38800,32.2289,26528,15.8371,4.5249,86,B
729,4.21E+11,49600,6.5385,41759,8.2278,12.9747,192,B
730,4.21E+11,50900,0,21394,20.1613,2.8226,109,B
731,4.21E+11,32500,0,24438,27.3632,1.99,105,B
732,4.21E+11,36900,9.5506,29125,16.5493,2.8169,196,B
733,4.21E+11,39600,0,15679,9.6154,0,130,B
734,4.21E+11,42800,8.1031,31917,11.8483,8.0569,181,B
735,4.21E+11,50400,2.8486,33750,13,2.25,203,B
736,4.21E+11,49100,4.8589,29375,18.5714,1.9048,74,B
737,4.21E+11,42600,8.5014,35294,9.4218,3.6403,374,B
738,4.21E+11,48800,9.2857,35898,10.7143,2.8195,342,B
739,4.21E+11,27600,9.5652,26375,13.2075,5.0314,233,B
740,4.21E+11,19700,2.3041,20625,11.4,13.8,477,B
741,4.21E+11,32500,0,29000,7.9812,4.2254,225,B
742,4.21E+11,29600,6.0773,28875,32.8467,0,102,B
743,4.21E+11,24800,0,18750,29.1667,16.0714,79,B
744,4.21E+11,18400,2.1645,17422,24.5125,18.9415,416,B
745,4.21E+11,25200,4.0201,9476,27.1186,8.8983,283,B
746,4.21E+11,26000,3.2641,18036,12.2727,7.2727,467,B
747,4.21E+11,19200,0,18542,13.7741,12.3967,544,B
748,4.21E+11,63000,2.6846,13239,16.5899,5.0691,258,B
749,4.21E+11,21600,0,15313,5.7143,0,89,B
750,4.21E+11,24800,3.3816,14250,17.8439,10.0372,333,B
751,4.21E+11,23100,0,12125,21.2121,22.2222,251,B
752,4.21E+11,14200,0,8466,23.7705,0,220,B
753,4.21E+11,12900,0,19500,28.2609,0,308,B
754,4.21E+11,17400,11.6972,15139,9.1667,0,446,B
755,4.21E+11,30300,20.7317,15625,36.3636,29.5455,31,B
756,4.21E+11,40900,0,14830,26.7544,25,229,B
757,4.21E+11,17500,0,16250,0,0,113,B
758,4.21E+11,32500,13.8122,48350,26.8817,0,8,B
759,4.21E+11,13900,0,10125,23.8095,23.1293,164,B
760,4.21E+11,19700,3.9326,17448,10,15,246,B
761,4.21E+11,24300,0,10242,14.5098,3.9216,388,B
762,4.21E+11,28500,0,23438,10.6481,3.2407,256,B
763,4.21E+11,19900,3.012,16172,24.6479,7.7465,271,B
764,4.21E+11,30500,4.2667,9228,11.7409,6.4777,244,B
765,4.21E+11,16300,12.6712,7330,13.7441,15.6398,370,B
766,4.21E+11,27700,4.8469,14844,20.1493,3.7313,449,B
767,4.21E+11,24100,3.3628,11250,9.4395,6.7847,611,B
768,4.21E+11,14800,1.6997,9688,2.381,5.7143,514,B
769,4.21E+11,27500,0,8333,77.1186,3.1073,193,B
770,4.21E+11,14100,0,19167,18.75,0,104,B
771,4.21E+11,11800,11.8343,18750,13,0,123,B
772,4.21E+11,28100,0,8274,12.6214,8.7379,160,B
773,4.21E+11,11500,2.8871,22143,16.3142,4.8338,325,B
774,4.21E+11,13400,0,23162,29.653,7.2555,263,B
775,4.21E+11,21500,4.7059,8125,21.8107,0,147,B
776,4.21E+11,28800,0,14615,15.625,0,222,B
777,4.21E+11,47700,0,32188,10,0,125,B
778,4.21E+11,13800,2.7397,22212,29.1391,0,132,B
779,4.21E+11,13500,0,19792,2.7211,0,192,B
780,4.21E+11,20600,5.2885,16167,32.4,5.2,251,B
781,4.21E+11,28700,6.2893,12400,36.9928,11.6945,300,B
782,4.21E+11,17000,5.5449,19787,14.6707,8.3832,364,B
783,4.21E+11,19200,1.4113,11250,27.088,3.386,442,B
784,4.21E+11,20900,4.1825,16490,16.934,6.4171,439,B
785,4.21E+11,18900,6.2574,15703,14.1631,4.2918,723,B
786,4.21E+11,18500,1.2216,17917,27.1949,7.0664,451,B
787,4.21E+11,17500,0,13958,8.8235,0,97,B
788,4.21E+11,23100,0,16071,25.2717,0,254,B
789,4.21E+11,10800,2.2876,16500,24.4648,5.5046,477,B
790,4.21E+11,20200,3.1022,20893,17.9837,11.7166,307,B
791,4.21E+11,11900,0,9167,27.1845,0,130,B
792,4.21E+11,30300,6.4516,22885,9.5238,10,111,B
793,4.21E+11,36900,14.1732,28207,8.7591,2.1898,129,B
794,4.21E+11,33800,7.6531,19783,11.4187,6.5744,218,B
795,4.21E+11,28900,5.1546,14080,21.8589,12.9088,378,B
796,4.21E+11,36600,4.2553,16850,14.751,6.3218,494,B
797,4.21E+11,18100,3.8724,12260,15.7224,20.1133,748,B
798,4.21E+11,15200,5.7377,13864,21.3192,6.9494,822,B
799,4.21E+11,27200,4.1118,13306,19.0377,2.9289,294,B
800,4.21E+11,14900,4.8632,17396,27.6894,4.3031,892,B
801,4.21E+11,27800,6.8548,21914,11.1756,7.9826,365,B
802,4.21E+11,36700,5.059,37955,1.9293,0,155,B
803,4.21E+11,34300,8.885,41563,14.3731,3.6697,34,B
804,4.21E+11,22500,0,18750,10.4167,60.4167,109,B
805,4.21E+11,31300,12.5926,35000,1.4493,7.2464,92,B
806,4.21E+11,32300,6.7114,22431,8.7404,2.8278,259,B
807,4.21E+11,30900,7.2289,34000,5.3571,0,200,B
808,4.21E+11,33000,4.9735,25208,5.4409,3.94,329,B
809,4.21E+11,37300,4.386,9833,14.0625,7.0313,235,B
810,4.21E+11,24400,5.8704,18750,14.0777,5.3398,233,B
811,4.21E+11,27700,0,17375,15.0685,11.4155,242,B
812,4.21E+11,31800,0,18947,9.0323,0,179,B
813,4.21E+11,27900,3.5222,21172,10.0671,7.3826,343,B
814,4.21E+11,21000,1.8008,26813,12.522,2.8219,377,B
815,4.21E+11,19100,1.3793,21106,16.609,8.9965,382,B
816,4.21E+11,24400,2.3379,20652,9.7391,10.9565,405,B
817,4.21E+11,21500,0.8811,18712,17.0686,13.3581,469,B
818,4.21E+11,15400,1.3559,18713,16.3855,5.5422,342,B
819,4.21E+11,20400,9.4463,30208,12.5714,5.1429,76,B
820,4.21E+11,24700,10.5072,14400,16.2562,2.4631,247,B
821,4.21E+11,23800,4.271,24191,15.5797,4.529,399,B
822,4.21E+11,32500,0,12150,24.0816,2.0408,207,B
823,4.21E+11,16600,6.4057,32679,2.2222,3.8889,115,B
824,4.21E+11,16000,0,22813,22.5225,9.4595,342,B
825,4.21E+11,21200,6.0274,19856,25.0965,7.3359,153,B
826,4.21E+11,14800,0,10417,33.0233,2.7907,256,B
827,4.21E+11,18100,0,14145,29.5,11,201,B
828,4.21E+11,22500,0,10486,18.4783,5.9783,288,B
829,4.21E+11,20900,1.7241,21950,16.0819,20.1754,534,B
830,4.21E+11,21000,4.0886,16173,16.7147,14.121,818,B
831,4.21E+11,15800,4.25,25101,22.5904,2.7108,378,B
832,4.21E+11,16500,0,14643,11.9122,16.6144,400,B
833,4.21E+11,20900,2.2936,12953,19.0244,13.0081,911,B
834,4.21E+11,14500,0,9787,16.5842,16.3366,808,B
835,4.21E+11,18300,3.9648,17566,10.274,7.5342,216,B
836,4.21E+11,17500,3.8576,11250,19.0114,19.7719,440,B
837,4.21E+11,16000,6.2038,12353,22.0085,1.4957,499,B
838,4.21E+11,16800,1.8703,11944,13.0045,12.855,1267,B
839,4.21E+11,12800,0,19145,29.1022,28.7926,332,B
840,4.21E+11,16900,0,12375,20.7547,10.8491,971,B
841,4.21E+11,17200,3.9526,11625,28.9116,18.3673,526,B
842,4.21E+11,27400,4.1943,11466,18.0147,2.9412,529,B
843,4.21E+11,32800,1.8382,12438,10.7843,3.9216,262,B
844,4.21E+11,29200,2.6357,18802,20,7.1845,502,B
845,4.21E+11,27000,5.295,15192,16.9014,8.8531,678,B
846,4.21E+11,18100,2.2184,11855,25.6959,8.137,534,B
847,4.21E+11,18800,0,14205,19.9377,4.0498,479,B
848,4.21E+11,20500,2.0121,9464,19.0045,7.0136,880,B
849,4.21E+11,24500,0,18370,20.9581,15.8683,455,B
850,4.21E+11,32700,2.521,20208,17.3077,15.7051,546,B
851,4.21E+11,31200,2.4436,16893,21.1991,7.4946,815,B
852,4.21E+11,31700,7.7869,8939,16.4975,12.1827,589,B
853,4.21E+11,28900,1.3035,10662,21.0643,6.4302,452,B
854,4.21E+11,31000,0,19861,23.7569,6.0773,468,B
855,4.21E+11,31100,8.094,13056,16.8459,21.5054,385,C
856,4.21E+11,17200,0,14375,17.7143,21.7143,331,C
857,4.21E+11,20600,5.814,16944,0,32.6087,62,C
858,4.21E+11,19900,1.0274,16636,26.3858,6.2084,415,C
