POLY_ID,MEDHVAL,PCTBACHMOR,MEDHHINC,PCTVACANT,PCTSINGLES
648,45000,2.349,13000,2.6549,0
649,42500,20.5128,11172,12.2807,35.0877
650,57500,5.3097,28929,36.3636,0
651,70500,43.6261,32083,8.9744,5.1282
652,78600,31.1526,32292,19.17,3.1621
653,82000,31.6602,31538,22.5641,0
654,76700,19.0476,17083,24.359,26.9231
655,32500,0,41111,3.2258,0
656,49000,14.0187,30255,15,5.7143
657,47200,6.3091,49306,21.5686,6.2745
658,61900,21.9955,41379,2.2305,4.0892
659,29000,13.7566,9458,21.3235,0
660,41300,19.898,27250,21.1921,4.6358
661,29200,17.7852,23173,16.3636,9.5455
662,44000,8.5586,16406,8.9231,2.7692
663,58900,15.2866,41563,24.5033,0
664,30500,9.5745,21563,14.5,9.5
665,38600,20.0514,32784,17.0103,22.1649
666,62500,4.8507,16667,47.5806,10.0806
667,43300,0,12188,7.9365,9.5238
668,95000,11.9205,8667,16.2304,3.6649
669,74300,3.268,50714,0,0
670,61100,18.1818,37500,1.0204,2.381
671,61600,9.292,10694,5.9211,2.3026
672,63900,23.7805,27946,0,5.8824
673,63800,20.8904,29181,12.9213,11.7978
674,32500,11.236,11726,59.6154,39.1026
675,38700,4.7863,16858,32.549,10.1961
676,39400,0,15592,31.8182,7.438
677,11900,6.383,9097,13.0178,1.1834
678,13600,0,19600,37.1287,16.3366
679,12300,2.1687,13158,20.5714,6.5714
680,16900,5.168,22700,22.2222,14.7222
681,20600,0,29184,19.2214,8.2725
682,39000,2.2444,21071,12.3288,0
683,27500,0,20550,5.5556,0
684,71900,0,33750,29.4872,0
685,35600,13.8298,61429,18.4615,0
686,125800,16.4557,9643,0,11.1111
687,22200,2.1941,10062,11.6116,17.1171
688,24900,2.3419,12731,19.3591,13.7517
689,11400,1.6282,17404,31.677,6.8323
690,12900,1.2277,11371,20.7681,8.9616
691,21900,2.2267,19102,28.4802,7.4074
692,32500,4.1284,16172,34.7291,3.9409
693,22700,3.3175,22708,27.23,6.1033
694,12300,0,9375,18.1347,3.1088
695,16200,1.8519,21250,7.9787,10.6383
696,20200,3.8,21591,12.069,7.2414
697,24500,3.9627,11974,7.0552,3.0675
698,17500,0,9760,77.1107,0
699,31400,5.4839,32550,24,4.4444
700,24300,28.7037,8438,24.4755,0
701,13800,3.3898,17313,42.8571,2.381
702,16900,5.3279,9653,19.4872,3.5897
703,10000,6.1303,10750,35.1852,12.037
704,33500,0,13490,27.2085,9.5406
705,20900,14.7059,51125,39.8876,4.4944
706,42500,8.1232,16827,31.9527,5.3254
707,46500,8.1169,35568,24.2915,8.0972
708,40300,0,13807,34.8101,11.3924
709,30700,0,15833,22.8261,6.5217
710,22500,0,14135,0,0
711,33400,0,14821,0,8.7912
712,32100,21.7391,14917,0,0
713,32200,0,32609,36.5385,8.6538
714,23800,5.6769,15938,16.5644,30.6748
715,23000,2.6403,6907,23.6111,17.1296
716,32100,0,17813,23.8532,6.422
717,22700,6.1453,38000,3.3058,26.4463
718,45000,4.5455,40000,0,0
719,24600,3.8388,26154,19.0625,9.6875
720,25300,10.6115,22305,17.849,16.2471
721,59300,20.8914,33854,14.4737,8.3333
722,47900,15.5216,21029,17.3913,16.087
723,59200,8.5492,25714,11.9863,0
724,52700,4.0491,36591,13.4216,0
725,59100,30.6189,50329,0,20
726,54500,15.4705,38958,13.4571,4.1763
727,49000,5.6872,34464,8.2789,4.1394
728,38800,32.2289,26528,15.8371,4.5249
729,49600,6.5385,41759,8.2278,12.9747
730,50900,0,21394,20.1613,2.8226
731,32500,0,24438,27.3632,1.99
732,36900,9.5506,29125,16.5493,2.8169
733,39600,0,15679,9.6154,0
734,42800,8.1031,31917,11.8483,8.0569
735,50400,2.8486,33750,13,2.25
736,49100,4.8589,29375,18.5714,1.9048
737,42600,8.5014,35294,9.4218,3.6403
738,48800,9.2857,35898,10.7143,2.8195
739,27600,9.5652,26375,13.2075,5.0314
740,19700,2.3041,20625,11.4,13.8
741,32500,0,29000,7.9812,4.2254
742,29600,6.0773,28875,32.8467,0
743,24800,0,18750,29.1667,16.0714
744,18400,2.1645,17422,24.5125,18.9415
745,25200,4.0201,9476,27.1186,8.8983
746,26000,3.2641,18036,12.2727,7.2727
747,19200,0,18542,13.7741,12.3967
748,63000,2.6846,13239,16.5899,5.0691
749,21600,0,15313,5.7143,0
750,24800,3.3816,14250,17.8439,10.0372
751,23100,0,12125,21.2121,22.2222
752,14200,0,8466,23.7705,0
753,12900,0,19500,28.2609,0
754,17400,11.6972,15139,9.1667,0
755,30300,20.7317,15625,36.3636,29.5455
756,40900,0,14830,26.7544,25
757,17500,0,16250,0,0
758,32500,13.8122,48350,26.8817,0
759,13900,0,10125,23.8095,23.1293
760,19700,3.9326,17448,10,15
761,24300,0,10242,14.5098,3.9216
762,28500,0,23438,10.6481,3.2407
763,19900,3.012,16172,24.6479,7.7465
764,30500,4.2667,9228,11.7409,6.4777
765,16300,12.6712,7330,13.7441,15.6398
766,27700,4.8469,14844,20.1493,3.7313
767,24100,3.3628,11250,9.4395,6.7847
768,14800,1.6997,9688,2.381,5.7143
769,27500,0,8333,77.1186,3.1073
770,14100,0,19167,18.75,0
771,11800,11.8343,18750,13,0
772,28100,0,8274,12.6214,8.7379
773,11500,2.8871,22143,16.3142,4.8338
774,13400,0,23162,29.653,7.2555
775,21500,4.7059,8125,21.8107,0
776,28800,0,14615,15.625,0
777,47700,0,32188,10,0
778,13800,2.7397,22212,29.1391,0
779,13500,0,19792,2.7211,0
780,20600,5.2885,16167,32.4,5.2
781,28700,6.2893,12400,36.9928,11.6945
782,17000,5.5449,19787,14.6707,8.3832
783,19200,1.4113,11250,27.088,3.386
784,20900,4.1825,16490,16.934,6.4171
785,18900,6.2574,15703,14.1631,4.2918
786,18500,1.2216,17917,27.1949,7.0664
787,17500,0,13958,8.8235,0
788,23100,0,16071,25.2717,0
789,10800,2.2876,16500,24.4648,5.5046
790,20200,3.1022,20893,17.9837,11.7166
791,11900,0,9167,27.1845,0
792,30300,6.4516,22885,9.5238,10
793,36900,14.1732,28207,8.7591,2.1898
794,33800,7.6531,19783,11.4187,6.5744
795,28900,5.1546,14080,21.8589,12.9088
796,36600,4.2553,16850,14.751,6.3218
797,18100,3.8724,12260,15.7224,20.1133
798,15200,5.7377,13864,21.3192,6.9494
799,27200,4.1118,13306,19.0377,2.9289
800,14900,4.8632,17396,27.6894,4.3031
801,27800,6.8548,21914,11.1756,7.9826
802,36700,5.059,37955,1.9293,0
803,34300,8.885,41563,14.3731,3.6697
804,22500,0,18750,10.4167,60.4167
805,31300,12.5926,35000,1.4493,7.2464
806,32300,6.7114,22431,8.7404,2.8278
807,30900,7.2289,34000,5.3571,0
808,33000,4.9735,25208,5.4409,3.94
809,37300,4.386,9833,14.0625,7.0313
810,24400,5.8704,18750,14.0777,5.3398
811,27700,0,17375,15.0685,11.4155
812,31800,0,18947,9.0323,0
813,27900,3.5222,21172,10.0671,7.3826
814,21000,1.8008,26813,12.522,2.8219
815,19100,1.3793,21106,16.609,8.9965
816,24400,2.3379,20652,9.7391,10.9565
817,21500,0.8811,18712,17.0686,13.3581
818,15400,1.3559,18713,16.3855,5.5422
819,20400,9.4463,30208,12.5714,5.1429
820,24700,10.5072,14400,16.2562,2.4631
821,23800,4.271,24191,15.5797,4.529
822,32500,0,12150,24.0816,2.0408
823,16600,6.4057,32679,2.2222,3.8889
824,16000,0,22813,22.5225,9.4595
825,21200,6.0274,19856,25.0965,7.3359
826,14800,0,10417,33.0233,2.7907
827,18100,0,14145,29.5,11
828,22500,0,10486,18.4783,5.9783
829,20900,1.7241,21950,16.0819,20.1754
830,21000,4.0886,16173,16.7147,14.121
831,15800,4.25,25101,22.5904,2.7108
832,16500,0,14643,11.9122,16.6144
833,20900,2.2936,12953,19.0244,13.0081
834,14500,0,9787,16.5842,16.3366
835,18300,3.9648,17566,10.274,7.5342
836,17500,3.8576,11250,19.0114,19.7719
837,16000,6.2038,12353,22.0085,1.4957
838,16800,1.8703,11944,13.0045,12.855
839,12800,0,19145,29.1022,28.7926
840,16900,0,12375,20.7547,10.8491
841,17200,3.9526,11625,28.9116,18.3673
842,27400,4.1943,11466,18.0147,2.9412
843,32800,1.8382,12438,10.7843,3.9216
844,29200,2.6357,18802,20,7.1845
845,27000,5.295,15192,16.9014,8.8531
846,18100,2.2184,11855,25.6959,8.137
847,18800,0,14205,19.9377,4.0498
848,20500,2.0121,9464,19.0045,7.0136
849,24500,0,18370,20.9581,15.8683
850,32700,2.521,20208,17.3077,15.7051
851,31200,2.4436,16893,21.1991,7.4946
852,31700,7.7869,8939,16.4975,12.1827
853,28900,1.3035,10662,21.0643,6.4302
854,31000,0,19861,23.7569,6.0773
855,31100,8.094,13056,16.8459,21.5054
856,17200,0,14375,17.7143,21.7143
857,20600,5.814,16944,0,32.6087
858,19900,1.0274,16636,26.3858,6.2084
859,23900,3.2468,15893,20.4545,16.3223
860,27400,1.3825,23750,23.6842,30
861,43400,6.0074,38191,9.3939,3.7879
862,40100,6.4444,23558,8.7879,6.0606
863,33600,0,8438,12.8205,0
864,17000,6.5327,21964,0,7.3333
865,27700,2.8391,18565,32.5,7.1875
866,34900,2.8796,14970,18.1435,4.2194
867,36400,4.8052,28750,18.9591,5.7621
868,49000,7.4074,31167,10.7759,0
869,50100,6.1358,28182,11.5073,3.8898
870,48200,8.4291,29474,8.8942,8.8942
871,49000,2.3599,31250,13.5659,13.1783
872,85000,26.2712,31754,2.6316,0
873,49400,10.6825,24514,12.4153,3.8375
874,42900,11.2211,25944,0,8.1744
875,46100,9.2437,34605,7.9545,0.9091
876,60600,9.3333,18571,14.0351,6.1404
877,28100,0,26331,5.848,19.2982
878,50500,0,30481,0,0
879,57900,4.1304,25761,8.9347,7.5601
880,65000,11.3208,34000,3.5573,2.3715
881,56600,3.9409,26467,5.4299,0
882,57500,5.3738,38125,7.3359,6.1776
883,62600,13.2565,41250,3.4483,8.7533
884,54300,3.7383,31063,5.1546,13.9175
885,56800,7.2981,34700,8.2251,12.1212
886,55300,8.0103,31875,6.4,14.4
887,32500,0,41875,0,37.931
888,63400,1.9444,25000,0,3.719
889,60800,0,26429,4.3478,5.5901
890,52300,4.6125,30875,11.8785,7.1823
891,39500,9.8865,22206,10.4859,10.9974
892,50400,3.386,20000,0,5.8608
893,51500,2.8871,36111,1.8987,4.2194
894,52800,3.6117,36932,2.9963,9.7378
895,43500,0,23333,6.9767,30.814
896,49800,9.1052,35500,13.7203,10.2902
897,35100,6.1135,24531,21.0526,7.2368
898,37700,7.511,21979,11.8896,2.1231
899,35000,10,24375,23.1738,2.0151
900,39400,3.537,22031,5.4645,7.1038
901,35500,0,14224,17.6796,6.0773
902,36100,1.2165,21375,13.3136,5.9172
903,33600,3.6957,22188,20.8054,7.047
904,34000,2.2727,21328,4.7934,2.1488
905,36300,7.7176,26591,18.0365,8.6758
906,41700,7.0755,27656,13.7255,14.3791
907,35300,5.7692,23452,15.625,5.8036
908,54100,3.6066,26750,0,8.2873
909,45700,3.6842,33929,5.1587,3.1746
910,43300,1.8072,23409,16.0563,10.7042
911,46600,22,30125,0,0
912,36300,4.5,30357,26.4317,0
913,43700,3.6384,25903,5.5755,3.5971
914,48700,2.3622,19667,5.5944,3.4965
915,51400,5.8383,25083,5.0971,6.3107
916,51900,4.142,37083,2.6316,3.5088
917,51800,9.9541,35417,3.2037,2.0595
918,47200,5.6763,30625,11.8644,6.2712
919,44800,1.3289,31625,5.2023,21.3873
920,47800,3.079,32961,9.7561,3.6585
921,48600,2.7088,25735,7.6364,0
922,57200,9.707,40625,4.2945,0
923,55700,6.4833,24358,1.1628,4.6512
924,33400,5.7377,17260,12.3153,7.8818
925,31500,1.2559,17115,13.2558,2.7907
926,35000,4.5089,17457,7.6142,0
927,27500,2.1077,29107,26.3158,0
928,28600,3.7736,12083,26.9663,14.0449
929,28500,6.2762,20605,19.4215,23.5537
930,24200,1.6427,20275,23.7864,7.767
931,38200,0,24091,11.7764,9.3812
932,30900,0,26563,13.2075,0
933,43800,8.6957,13929,10.5263,10.5263
934,30700,2.1609,15750,18.3486,7.3394
935,32000,0.8102,22629,15.2709,15.1067
936,25000,1.0753,13832,19.6078,11.0517
937,31300,2.509,16000,4.2155,5.1522
938,22500,4.3243,14643,10.7345,11.8644
939,19200,0,11923,14.6953,5.7348
940,19700,2.3333,13854,20.0704,7.7465
941,18600,7.2961,8929,2.9197,13.1387
942,29700,2.2272,15385,0,11.0687
943,33300,0,15179,11.2319,12.6812
944,29400,2.5974,17250,14.7059,8.0214
945,46900,0,9688,0,13.9241
946,27900,1.0753,14962,0,0
947,30000,3.3654,29007,9.8361,11.7486
948,30200,1.004,10329,14.5553,8.3558
949,31400,2.8807,23750,16.3755,6.5502
950,33600,12.1951,24000,5.8651,8.2111
951,30500,0,24643,14.8248,1.8868
952,32700,4.8991,16726,14.8,7.6
953,21600,0,12500,9.4017,20.5128
954,21500,0,10556,6.8085,11.4894
955,27600,7.0053,27417,15.625,6.8182
956,27600,5.3517,21429,10.2902,3.4301
957,35300,2.6596,21250,16.2162,0
958,20500,0,20000,10.5413,1.7094
959,25700,1.7341,30272,14.4404,9.7473
960,24200,7.0539,10795,10.0649,9.4156
961,14000,5.9524,10000,8.5714,10.7143
962,12500,0,2499,28.125,34.375
963,35600,5.5118,13229,19.2308,0
964,19500,2.5316,16607,12.7451,23.0392
965,20000,3.8136,20069,22.6891,4.2017
966,22500,4.698,20885,17.3913,22.8261
967,29200,4.7619,17045,9.5745,6.383
968,32400,9.8315,23482,20.595,7.3227
969,43100,1.8789,19773,15.6522,0
970,42700,20.8215,40625,11.1345,5.6723
971,36900,12.5532,29792,23.8806,11.4428
972,22000,4.1502,18472,25.1412,0
973,19200,0,24010,23.6181,19.0955
974,25600,7.6316,23417,29.9252,6.7332
975,21600,8.4025,17292,13.8889,1.2077
976,28800,6.2914,11789,16.3265,7.619
977,43700,5.1969,22563,18.5268,4.0179
978,36500,6.7024,26838,12.1739,3.913
979,35000,6.6414,25833,11.4198,2.7778
980,33000,11.7647,22500,15.016,4.1534
981,21700,3.5971,18750,26.5403,4.7393
982,23700,2.7027,28125,21.875,3.5156
983,36200,8.2583,13388,8.5714,6.4286
984,26700,2.027,20417,18.2482,2.6764
985,31600,7.3314,13594,20,9.434
986,33200,13.985,24779,25.5034,7.6063
987,31800,7.7844,31833,29.7521,1.6529
988,28200,0,19444,18.4211,17.1053
989,26800,2.5225,23125,31.2139,2.8902
990,17900,0,14750,39.5973,0
991,33800,2.9963,11797,22.4852,11.8343
992,33600,1.9737,22222,0,18.5185
993,25800,4.9505,35461,13.1579,0
994,30600,0,27969,25,8.8542
995,30700,5.1756,29551,15.4242,7.455
996,21300,6.2016,31806,14.6067,3.9326
997,24100,7.2351,30417,17.7019,7.4534
998,33500,2.7223,23711,15.4306,5.3828
999,30700,8.6712,12780,10.5655,0.5952
1000,37100,0,12788,18.1818,0
1001,209200,66.5217,18984,5.2567,11.3692
1002,187200,71.5827,105320,0,57.2414
1003,132400,59.587,82152,1.5464,36.5979
1004,76100,44.4785,48654,3.2099,4.4444
1005,73200,43.5055,39450,7.839,4.661
1006,65900,52.5727,45714,10.6918,0
1007,77200,38.4615,41042,13.0435,5.153
1008,57300,27.2059,32750,41.3793,0
1009,68100,30.7692,40379,4.5918,7.6531
1010,66900,63.5317,44067,4.1798,6.4669
1011,77600,24.3295,49868,6.0606,4.7138
1012,87900,41.6031,55104,1.7595,2.0528
1013,94600,38.0723,35350,3.5144,0.639
1014,67800,44.1964,38315,6.1538,6.7692
1015,64100,22.0472,42500,11.236,8.9888
1016,73500,20.3947,35250,0,0
1017,81800,15.5738,49091,0,10.4265
1018,78600,15.7289,43056,4.6358,3.532
1019,77700,21.1111,31510,8.0524,8.2397
1020,81100,28.6885,36316,4.5139,6.25
1021,112500,49.5327,70833,0,0
1022,69800,45.2174,43375,20,0
1023,77000,41.9183,43056,0,13.4831
1024,87300,32.8424,40781,4.1096,15.7534
1025,95000,55.7823,56500,2.8409,32.3864
1026,86700,33.6047,42372,7.1192,6.457
1027,83600,27.7238,32386,5,7.8788
1028,87700,20.9929,42286,2.8509,4.1667
1029,73200,18.2377,36793,0,8.4615
1030,81100,23.9845,39792,7.6056,11.2676
1031,84500,27.7433,46367,9.7143,4
1032,84100,20.7317,42500,3.5831,20.5212
1033,76900,20.2487,35200,4.1056,4.3988
1034,77100,26.7045,39417,9.3079,5.4893
1035,74200,20.4878,34583,8.5106,14.2857
1036,80900,21.1055,59250,9.589,17.8082
1037,73600,77.907,51779,4.4444,0
1038,74700,36.5971,44881,5.9642,6.9583
1039,76300,22.049,29219,7.5908,1.9802
1040,81700,21.7973,48182,9.1988,11.276
1041,79400,30.625,42500,3.4965,12.9371
1042,79300,28.1804,51932,9.9526,1.4218
1043,73000,46.371,47639,12,6.8571
1044,87400,31.0284,40598,5.2219,14.0992
1045,101900,40.4167,33523,4.7285,14.1856
1046,128200,23.4609,64297,3.5714,51.3736
1047,109300,24.0236,53083,1.8421,9.6053
1048,112900,21.5314,44583,3.6158,14.4633
1049,103000,31.0705,46914,5.3571,9.7222
1050,95900,38.9728,51250,0,11.6456
1051,127600,63.6771,38269,2.0608,11.0893
1052,122200,49.3129,41293,2.6568,20.2214
1053,113300,34.1301,58393,5.5188,47.2406
1054,129800,26.7016,81547,0,95
1055,143300,35.9351,47404,5.9474,41.9087
1056,123500,28.6533,50714,0,52.9703
1057,118600,42.1053,46750,4.2471,18.5328
1058,156100,42.976,70000,1.4679,66.789
1059,1000001,28.3019,200001,0,47.619
1060,70000,31.0078,37438,0,19.0476
1061,393100,67.8862,87500,2.4,85.6
1062,471400,67.9487,84543,0,83.5443
1063,350000,48.0278,119036,6.4516,89.2473
1064,147100,52.1989,53472,2.2581,8.0645
1065,225000,74.6929,80794,4.065,39.0244
1066,222600,75.3191,75790,2.6578,28.9037
1067,231300,70.0935,51641,4.1667,22.4638
1068,843800,91.8919,200001,5.7851,82.6446
1069,395800,74.5042,49625,4.6414,40.5063
1070,145400,67.0121,72143,5.4348,26.9022
1071,295200,73.3333,122786,4.0462,49.1329
1072,131000,61.6034,62143,5.2023,16.474
1073,94500,58.7264,38750,2.9586,7.6923
1074,87600,46.2633,42625,11.413,19.5652
1075,112800,56.6449,48636,8.0692,7.781
1076,111200,57.3171,55000,1.7699,15.9292
1077,142900,66.6667,60625,1.4634,11.2195
1078,390900,92.3611,158071,0,100
1079,160800,89.7727,102075,0,31.7568
1080,379400,73.6508,142973,2.9586,81.0651
1081,110400,55.5556,50556,6.7797,27.1186
1082,153000,75.813,52045,5.0296,17.1598
1083,134000,39.2297,52500,8.2888,21.6578
1084,295800,79.4953,92500,0,67.1362
1085,158800,91.9565,101533,2.9167,26.25
1086,83300,23.9774,49750,23.7975,7.0886
1087,121000,41.9355,37333,0,35.3846
1088,75000,35.7367,60375,7.8049,24.878
1089,78600,29.0441,47931,10.6952,18.7166
1090,76900,43.3071,44583,6.2338,4.5455
1091,138300,48.3787,30996,6.1082,13.089
1092,152500,38.1215,59712,6.1224,42.8571
1093,51800,17.8268,29279,18.5567,13.9175
1094,116000,42.9766,40833,10.7692,15.6044
1095,77600,33.2737,32037,6.8075,13.1455
1096,121000,23.1667,22059,8.2051,10.7692
1097,67800,22.7322,30909,7.5439,1.2281
1098,81900,24.6787,15026,2.9167,0
1099,88400,31.8801,29250,17.5182,3.2847
1100,76500,44.0273,31389,12.3762,8.4158
1101,34600,2.1341,13426,12.0915,6.2092
1102,54800,14.936,25761,17,5.6
1103,86400,51.0086,32336,8.0819,1.8319
1104,38900,8.4249,23594,10.625,21.25
1105,93800,20.9459,9609,10.8943,0
1106,81100,27.685,34297,14.7651,16.7785
1107,47100,4.6512,31583,2.9268,4.878
1108,38800,10.3865,38438,14.7465,1.8433
1109,60700,16.3146,34511,15.2659,3.6021
1110,78300,9.727,9388,13.7987,6.3312
1111,60800,16.2963,21371,20.4846,12.5551
1112,86900,17.8832,32500,7.482,6.1871
1113,49900,18.9189,30833,13.7931,10.0985
1114,64900,16.7742,27917,19.5195,2.1021
1115,59400,8.3658,25882,14.7651,6.7114
1116,44800,10.6599,30903,21.1082,2.1108
1117,51200,8.7108,33846,5.3691,2.0134
1118,50700,16.3717,27188,16.8766,12.8463
1119,32500,7.1749,18929,17.3684,10
1120,69000,0,40417,0,10
1121,39600,6.9164,16364,6.81,0
1122,46500,13.3641,21630,15.2047,9.9415
1123,22100,0.9554,25213,19.457,5.6561
1124,40000,12.0968,30917,15.5844,13.6364
1125,40800,25.656,29464,18.4549,8.5837
1126,50400,14.2857,19625,16.7683,12.8049
1127,40900,2.7586,18500,11.9835,10.7438
1128,42400,11.8261,21875,14.011,16.7582
1129,43600,18.7123,21786,19.3853,10.8747
1130,34100,5.7692,22768,26.0223,7.4349
1131,50800,6.5789,15353,13.1349,8.4063
1132,51800,19.186,26250,21.5339,8.5546
1133,26400,8.365,20515,17.4528,2.8302
1134,76300,63.5417,101053,0,11.9403
1135,49500,28.3531,36750,20.7692,7.4359
1136,31800,0,25114,28.0851,11.9149
1137,62000,22.6488,29583,5.7325,17.8344
1138,42500,5.4585,31375,15.7343,4.5455
1139,37900,3.7801,38047,16,3.5
1140,38000,8.4354,23628,12.1535,10.4478
1141,32600,8.4071,27188,18.5185,6.4815
1142,39800,11.4014,28375,9.0323,0
1143,63900,5.3465,33482,6.3973,2.3569
1144,92500,5.2133,21382,0,0
1145,83700,14.6868,38571,10.4396,29.6703
1146,102200,33.0508,59167,3.0568,2.1834
1147,97400,19.9475,45208,4.4944,10.1124
1148,57600,14.1085,36518,12.449,6.9388
1149,50700,13.1579,25050,14.25,16
1150,51800,16.1148,12422,19.6923,7.6923
1151,44900,12.0579,31806,17.7778,8.2222
1152,59200,7.2464,24914,12.4113,0
1153,71300,27.1777,40714,2.5641,4.1026
1154,54400,17.7189,36613,2.0548,3.4247
1155,64100,13.5697,31135,3.055,3.666
1156,46000,4.0816,24063,18.9744,0
1157,57800,14.0216,28060,6.9388,5.102
1158,46700,18.3971,36685,14.2857,8.3744
1159,48500,9.073,31250,16.2921,10.3933
1160,62900,15.7324,43438,9.396,9.0604
1161,51000,7.0686,27679,8.547,19.0883
1162,98300,28.9855,59821,0.7663,10.3448
1163,83100,18.315,26216,6.1321,8.6478
1164,72900,29.7784,35592,4.7904,4.7904
1165,110200,51.6432,58750,7.1895,34.6405
1166,117000,57.7528,61750,2.6316,7.8947
1167,100200,29.5943,56923,3.2787,12.2951
1168,151900,46.3557,63571,0,56.8182
1169,96000,42.2998,48750,3.1949,19.1693
1170,97200,29.4756,51146,9.3294,17.2012
1171,114200,37.9507,40273,7.1875,12.5
1172,141500,52.9781,75798,0,12.3636
1173,120300,57.9114,48438,8.0229,6.0172
1174,123600,62.9787,51719,2.6966,21.7978
1175,263600,70.5314,97653,3.3058,65.2893
1176,165400,46.7908,42045,12.2083,4.9372
1177,135400,67.0473,56667,4.1763,10.4408
1178,129700,63.0108,61375,4.1791,5.6716
1179,83600,22.6636,38063,2.3256,7.5134
1180,103400,42.1951,50774,0.8734,31.441
1181,64700,27.1012,32917,0,4.5213
1182,73100,12.0075,37574,2.4055,3.0928
1183,75400,14.7157,59583,0,5.3254
1184,74100,11.041,50573,1.8919,0
1185,70400,19.5161,51923,4.3597,2.1798
1186,86700,9.9119,26058,12.0104,2.8721
1187,75600,13.8996,47500,2.5,15
1188,69400,19.0259,44375,3.7736,1.6173
1189,75600,21.6125,43393,4.6346,6.0606
1190,99100,24.7191,51522,1.8405,66.8712
1191,97300,27.7174,39955,4.5283,35.0943
1192,98300,28.4536,45250,3.4921,15.2381
1193,99800,22.2558,36285,3.3639,11.9266
1194,105400,26.3043,48438,2.6549,27.8761
1195,68600,14.8796,47857,0,2.0408
1196,67300,10.4762,42167,3.8265,7.6531
1197,71200,19.6407,42396,4.4444,2.4074
1198,93900,20.3354,44028,0,3.2491
1199,93900,25.9169,42297,4.5267,10.2881
1200,127400,25.1462,61786,2.2989,87.3563
1201,68000,11.5959,44779,5.045,2.7027
1202,73400,12.2734,45256,0,6.2331
1203,68600,14.1353,58125,10,6.5789
1204,69000,7.7228,37460,0,3.0864
1205,66800,11.0763,42862,2.3766,0
1206,64600,8.039,31375,7.6642,4.1971
1207,66100,25.5605,32222,0,19.788
1208,63700,7.1983,39034,8.2278,3.1646
1209,68800,7.6159,38693,0,5.3459
1210,61100,12.1673,47813,7.3016,3.8095
1211,61200,11.6438,46250,4.3307,5.5118
1212,92600,28.9552,38816,0,5.8824
1213,96100,25.1462,48169,3.7209,9.3023
1214,70100,3.132,57992,4.6429,7.1429
1215,62800,7.5314,27813,6.9767,2.6163
1216,67100,10.5744,43808,3.7313,0
1217,61200,8.1633,29464,14.0845,0
1218,60600,8.1633,37614,0,8.9136
1219,60100,7.362,32083,11.2211,1.9802
1220,39500,6.5268,30756,12.0635,8.254
1221,48300,5.9242,40417,0,6.5574
1222,55500,5.0086,34708,7.6316,3.6842
1223,49400,14.8148,31719,4.7619,0
1224,61000,4.927,36058,6.4417,1.8405
1225,63500,6.3943,41063,9.6346,6.3123
1226,60600,3.0965,28947,7.2674,0
1227,49600,10.917,38092,0,0
1228,70400,9.6124,51898,7.8947,3.11
1229,66200,6.3472,31823,0,0
1230,66800,13.2,45333,3.6913,11.0738
1231,51600,7.7599,38438,6.4024,7.9268
1232,56800,6.1329,34000,2.8818,0
1233,57600,13.2773,36897,9.2308,2.7692
1234,42800,15.6863,27250,0,9.6154
1235,42500,9.4017,31667,0,1.8987
1236,61100,4.3328,33421,9.3333,5.0667
1237,56500,3.299,31641,10.2564,0
1238,57600,8.0692,33833,9.9846,3.8402
1239,72600,13.5565,27461,10.6809,4.8064
1240,68300,19.2748,29265,8.2353,8.9412
1241,95300,29.7952,35078,9.4801,14.9847
1242,95000,31.0345,52083,13.5,34.5
1243,65200,8.9744,26667,13.3705,4.7354
1244,97900,22.8043,46250,9.1912,31.6176
1245,123600,27.193,47946,6.5089,33.1361
1246,138900,55.0265,57727,0,74.2515
1247,109500,26.6788,39306,4.797,43.9114
1248,116100,31.0897,34100,4.8017,15.2401
1249,133600,30.3855,54583,5.7143,62.381
1250,132000,13.4503,31705,4.7393,45.4976
1251,62400,16.1111,38650,4.1176,7.6471
1252,69200,19.9153,34125,4.1667,11.7424
1253,76600,23.7762,56442,0,4.6358
1254,77100,22.8721,45417,4.3981,3.7809
1255,48800,7.7922,36042,8.6735,0
1256,75400,17.313,36283,5.0808,3.2333
1257,64100,19.1348,24609,5.625,12.5
1258,57400,7.1207,45481,0,21.3873
1259,54300,10.8291,25517,12.381,4.0476
1260,52100,9.5912,35000,0,5.1948
1261,46000,6.2731,27731,2.4523,5.9946
1262,59100,4.3353,28036,6.0291,1.8711
1263,51100,5.7953,34128,10.0379,7.0076
1264,50300,17.3193,37500,7.1429,3.6797
1265,50900,8.4507,27614,8.3205,6.7797
1266,57900,10.7639,42083,0,21.5909
1267,50700,8.6059,33250,9.0164,15.3005
1268,52800,35.1525,29943,0,11.2903
1269,54500,6.2687,30744,15.4195,17.6871
1270,53000,12.1245,35714,8.5487,10.7356
1271,65700,16.1547,41859,4.6125,0
1272,55900,12.5161,25272,6.8966,3.854
1273,55000,10.6299,32273,10.3659,8.8415
1274,52200,7.4883,34375,6.2112,3.4161
1275,58700,11.8644,31630,8.1772,9.029
1276,54900,4.4743,29821,9.0226,1.8797
1277,55000,6.2201,28646,25.6311,7.1845
1278,62500,7.9696,34188,10.8959,8.9588
1279,65200,6.901,9472,0,1.5203
1280,49000,17.5806,38199,7.398,7.6531
1281,41600,11.2847,37632,9.7923,10.3858
1282,37200,5.9701,32361,9.4545,0
